"customerkey","name","gender","datefirstpurchase","addressline1","city","state","country","salesterritorykey"
15884,"Dakota D Bradley","M","2022-05-07","9955 Auburn","Daly City","California","United States",4
15885,"Garrett E Sanchez","M","2021-10-30","7106 Roland Dr.","Sedro Woolley","Washington","United States",1
15886,"Matthew W Brown","M","2021-11-24","7126 Edie Ct.","Lemon Grove","California","United States",4
15887,"Deanna R Vazquez","F","2022-12-25","1229 Harness Circle","Bremerton","Washington","United States",1
15888,"Amanda NULL Richardson","F","2021-11-27","3766 Gumwood Dr.","Marysville","Washington","United States",1
15889,"Robert C Wright","M","2022-07-19","361 Olivera Rd.","Haney","British Columbia","Canada",6
15890,"James D Russell","M","2021-11-20","6787 Terra Calitina","Downey","California","United States",4
15891,"Jordan NULL Lopez","M","2022-12-26","626 Bentley Street","La Jolla","California","United States",4
15892,"Pamela NULL Srini","F","2021-10-28","3770 Dos Encinas","Ballard","Washington","United States",1
15893,"Yolanda E Xu","F","2021-11-10","6220 Boxer Blvd","Bellingham","Washington","United States",1
15894,"Joanna M Gutierrez","F","2022-04-05","4444 Buckingham Dr.","Bellingham","Washington","United States",1
15895,"Sophia E Parker","F","2022-06-24","2585 San Vincente Drive","El Cajon","California","United States",4
15896,"Samuel P Jones","M","2022-09-04","5728 Benedict Ct.","Palo Alto","California","United States",4
15897,"Haley NULL Cooper","F","2021-11-04","3507 Olive Dr.","Woodland Hills","California","United States",4
15898,"Isaiah NULL Gonzalez","M","2022-11-05","4208 Seal Way","Yakima","Washington","United States",1
15899,"Ian A James","M","2021-11-20","4522 N. 227th St.","Santa Monica","California","United States",4
15900,"Wyatt NULL Roberts","M","2022-03-08","3166 Rosemarie Place","Haney","British Columbia","Canada",6
15901,"Taylor D Bryant","F","2021-11-02","2812 Mazatlan","Everett","Washington","United States",1
15902,"Robert J Diaz","M","2021-11-02","6161 Sanders St.","Port Orchard","Washington","United States",1
15903,"Abigail NULL Barnes","F","2021-11-27","2275 Valley Blvd.","Berkeley","California","United States",4
15904,"Janice NULL Bennett","F","2021-11-15","811 Mcneil Place","Chula Vista","California","United States",4
15905,"Taylor NULL Taylor","F","2022-07-12","613 Lakehurst Dr.","Langley","British Columbia","Canada",6
15906,"Kaitlyn NULL Lewis","F","2022-07-11","3192 Shore Rd.","Sooke","British Columbia","Canada",6
15907,"Steven NULL Bailey","M","2022-10-01","5652 Dianda Dr.","Yakima","Washington","United States",1
15908,"David M Wilson","M","2021-11-26","3627 Creekside Drive","Imperial Beach","California","United States",4
15909,"Cassidy W Ross","F","2021-11-21","5339 Eagle Peak Avenue","Lakewood","California","United States",4
15910,"Caleb M Hughes","M","2022-03-22","4887 Benthill Ct","San Carlos","California","United States",4
15911,"Maria K Baker","F","2022-10-07","3600 F Street","Bremerton","Washington","United States",1
15912,"Mya C Simmons","F","2022-06-06","7799 Reality Dr","Santa Monica","California","United States",4
15913,"Antonio P Hughes","M","2022-03-27","5305 Cowell Road","Newton","British Columbia","Canada",6
15914,"Logan A Bryant","M","2021-11-16","4569 La Salle Ct.","Puyallup","Washington","United States",1
15915,"Alex NULL Cox","M","2021-10-28","4184 Lee Lane","La Jolla","California","United States",4
15916,"Brandon J Walker","M","2022-08-04","9093 Kirker Pass Road","Royal Oak","British Columbia","Canada",6
15917,"Emily M White","F","2022-08-18","8781 Valley Crest Drive","Cliffside","British Columbia","Canada",6
15918,"Roberto NULL Ruiz","M","2021-11-02","2866 Reisling Court","Burien","Washington","United States",1
15919,"Rebekah A Prasad","F","2022-08-03","7791 Running Springs Road","Kirkby","England","United Kingdom",10
15920,"Colin T Wu","M","2021-09-26","252, rue Jean Mermoz","Chatou","Yveline","France",7
15921,"Donald M Patel","M","2021-09-02","34, rue Surcouf","Chatou","Yveline","France",7
15922,"Roger C Kumar","M","2022-02-16","3575 Chisholm Way","High Wycombe","England","United Kingdom",10
15923,"Ricardo NULL Raje","M","2021-08-31","7, rue des Ecoles","Lieusaint","Seine et Marne","France",7
15924,"Omar D Wang","M","2021-09-14","755, avenue Foch","Orleans","Loiret","France",7
15925,"Stanley W Subram","M","2021-09-14","11, rue Descartes","Versailles","Yveline","France",7
15926,"Donna B Deng","F","2021-03-01","Nollendorfplatz 5118","Berlin","Nordrhein-Westfalen","Germany",8
15927,"Gilbert N Huang","M","2021-03-07","Pflugstr 8515","Berlin","Saarland","Germany",8
15928,"Priscilla J Pal","F","2021-03-22","Erftplatz 7","Neunkirchen","Saarland","Germany",8
15929,"Karla V Raji","F","2021-01-10","2328 California Street","Maidenhead","England","United Kingdom",10
15930,"Tiffany C He","F","2022-09-06","56, route de Marseille","Paris","Seine (Paris)","France",7
15931,"Micah M Xu","M","2021-09-26","2112, avenue de Villiers","Verrieres Le Buisson","Essonne","France",7
16165,"Jenny NULL Liu","F","2022-07-09","8225 Northridge Road","Matraville","New South Wales","Australia",9
15932,"Tabitha NULL Jimenez","F","2021-03-06","Helsenbergbogen 6","Sulzbach Taunus","Saarland","Germany",8
15933,"Clinton NULL Dominguez","M","2021-01-23","9889 Loveridge Circle","Milton Keynes","England","United Kingdom",10
15934,"Nichole C Raji","F","2021-11-20","6345 St Paul Way","Bellingham","Washington","United States",1
15935,"Amber S King","F","2022-04-18","3864 Citrus Avenue","Beaverton","Oregon","United States",1
15936,"Abigail NULL Johnson","F","2022-11-01","7241 Scenic Avenue","Woodburn","Oregon","United States",1
15937,"Grace R Lewis","F","2021-10-29","3353 Teixeira Way","Bellingham","Washington","United States",1
15938,"Sean A Collins","M","2022-10-25","8861 Flamingo Dr","Redmond","Washington","United States",1
15939,"Jennifer A Brown","F","2022-07-02","7074 Crown Court","Tacoma","Washington","United States",1
15940,"Jack D Bryant","M","2022-02-27","4124 Escobar St","Woodburn","Oregon","United States",1
15941,"Bailey M Brooks","F","2021-11-24","1613 Cotton Ct","Fremont","California","United States",4
15942,"Lucas P Rodriguez","M","2022-07-08","4036 Elk Dr","Sooke","British Columbia","Canada",6
15943,"Richard NULL Watson","M","2022-03-20","428 Silverado Dr.","Victoria","British Columbia","Canada",6
15944,"Damien M Lu","M","2021-11-05","8625 Olive Ave.","Bremerton","Washington","United States",1
15945,"Alexandria I Kelly","F","2022-07-31","4094 Ampersand Drive","Puyallup","Washington","United States",1
15946,"Wyatt L Wilson","M","2022-04-22","8634 Sunshine","Bellflower","California","United States",4
15947,"Michelle J Blue","F","2022-08-30","8519 Star Dr","Chula Vista","California","United States",4
15948,"Angela NULL Hughes","F","2021-10-30","9844 Green Tea Drive","Lemon Grove","California","United States",4
15949,"Katherine J Green","F","2021-12-23","6247 Aspen Drive","Mill Valley","California","United States",4
15950,"Erin N Peterson","F","2022-10-09","1754 Polk Street","Lebanon","Oregon","United States",1
15951,"Jenna J Baker","F","2022-04-21","8259 Heavenly Drive","Seattle","Washington","United States",1
15952,"Evan J Cooper","M","2021-12-16","2944 Shuey Ave.","Sedro Woolley","Washington","United States",1
15953,"Julio C Moreno","M","2021-12-05","4800 Quiz Street","Bellflower","California","United States",4
15954,"Marshall L Deng","M","2021-12-16","903 West I St","Bellflower","California","United States",4
15955,"Neil M Ortega","M","2022-06-09","3498 Santa Maria","Burlingame","California","United States",4
15956,"Ryan NULL Li","M","2022-11-27","3027 W 69th St","Oakland","California","United States",4
15957,"Samuel T Ross","M","2022-07-22","3300 Blenheim Way","Redwood City","California","United States",4
15958,"Nicole NULL Ross","F","2022-05-23","674 Woodchuck Pl.","Burien","Washington","United States",1
15959,"Logan N Rodriguez","M","2021-12-27","1699 Meadowbrook Court","Redmond","Washington","United States",1
15960,"Brianna R Bryant","F","2022-12-25","8277 Pinole Valley Rd.","Daly City","California","United States",4
15961,"Ashley D Walker","F","2021-12-04","585 Charlotte Ave.","Santa Cruz","California","United States",4
15962,"Benjamin C Winter","M","2022-11-23","7514 Laguna St.","Portland","Oregon","United States",1
15963,"Madison M Smith","F","2022-04-03","3057 Rapallo Lane","Puyallup","Washington","United States",1
15964,"Steven E Cox","M","2021-12-07","9993 Oak Grove Rd.","La Jolla","California","United States",4
15965,"Jennifer H Watson","F","2021-12-16","4911 Dubhe Court","San Gabriel","California","United States",4
15966,"Natalie NULL Foster","F","2022-08-30","2697 Hobby Court","Salem","Oregon","United States",1
15967,"Dakota NULL Diaz","M","2022-05-15","8997 Clark Creek Rd.","Burien","Washington","United States",1
15968,"Edward NULL Gonzalez","M","2021-12-16","390 Ridgewood Ct.","Woodland Hills","California","United States",4
15969,"Sean NULL Murphy","M","2021-11-30","6300 Pinewood Court","Milwaukie","Oregon","United States",1
15970,"Samuel S Thompson","M","2022-05-28","9527 Onley Dr.","Beverly Hills","California","United States",4
15971,"Ryan C Jenkins","M","2022-06-19","1902 E. 42nd Street","Kirkland","Washington","United States",1
15972,"Caitlin NULL Bailey","F","2021-11-30","4632 Pleasant Hill Rd","Burbank","California","United States",4
15973,"Christopher NULL Garcia","M","2022-12-03","8714 Minert Rd","Sedro Woolley","Washington","United States",1
15974,"Marcus C Green","M","2022-02-21","9459 Amhurst Way","Langley","British Columbia","Canada",6
15975,"Gabrielle NULL Collins","F","2022-09-18","3473 Flagstone Way","Bellingham","Washington","United States",1
15976,"Kristopher NULL Patel","M","2021-12-09","5665 Las Lomas Way","Bremerton","Washington","United States",1
15977,"Julia T Harris","F","2022-10-28","6820 Montego","Burien","Washington","United States",1
15978,"Xavier NULL Walker","M","2022-11-23","7743 Ham Dr","Edmonds","Washington","United States",1
15979,"Nicole NULL Cook","F","2022-06-26","7600 Yosemite Circle","Lynnwood","Washington","United States",1
15980,"Gabrielle NULL Morgan","F","2021-12-13","7445 Meaham Drive","Port Orchard","Washington","United States",1
15981,"Gabriel M Powell","M","2022-05-04","7015 Riverview Place","W. Linn","Oregon","United States",1
15982,"Jose NULL Evans","M","2022-10-01","2922 Vista Way","Beverly Hills","California","United States",4
15983,"Alexis L Ross","F","2021-12-10","6112 Mt. Etna Drive","San Carlos","California","United States",4
15984,"Nathan D Wright","M","2021-12-12","7370 Mission Drive","Santa Monica","California","United States",4
15985,"Devin NULL Johnson","M","2021-12-25","4167 Deercreek Ln","Spring Valley","California","United States",4
15986,"Dalton C Sanchez","M","2021-12-05","5530 Melrose Pl.","Chula Vista","California","United States",4
15987,"Nicole V Kelly","F","2021-12-21","500 Rockledge Lane","Tacoma","Washington","United States",1
15988,"Edward A Moore","M","2022-10-26","4789 Estrada","Portland","Oregon","United States",1
15989,"Savannah NULL Campbell","F","2021-12-01","1927 Striped Maple Court","Burlingame","California","United States",4
15990,"Eduardo E Richardson","M","2021-12-20","2822 Bluejay Dr.","La Jolla","California","United States",4
15991,"David NULL Taylor","M","2021-12-07","5792 Gloria Terr.","Renton","Washington","United States",1
15992,"Isabelle L Alexander","F","2021-12-26","1394 Firestone","San Carlos","California","United States",4
15993,"Spencer NULL Coleman","M","2022-05-23","2137 Carlotta","Newton","British Columbia","Canada",6
15994,"Olivia R Blue","F","2021-12-15","1019 Mt. Davidson Court","Burien","Washington","United States",1
15995,"Kaitlyn L Johnson","F","2022-08-14","6432 Maywood Ln.","Downey","California","United States",4
15996,"Emily G Barnes","F","2022-05-15","4766 L St.","Port Hammond","British Columbia","Canada",6
15997,"Melissa R Jenkins","F","2022-08-09","8750 Union St","Oak Bay","British Columbia","Canada",6
15998,"Marissa NULL Flores","F","2022-09-08","6699 Premier Place","Chula Vista","California","United States",4
15999,"Maria C Hill","F","2022-09-06","501 Arcadia Place","Port Orchard","Washington","United States",1
16000,"Gabrielle H Ramirez","F","2022-08-09","9564 Pennsylvania Blvd.","Westminster","British Columbia","Canada",6
16001,"Ricardo J Pal","M","2022-03-08","288 Almaden Dr.","Burbank","California","United States",4
16002,"Paige NULL Hayes","F","2022-03-03","3613 Eastgate Lane","W. Linn","Oregon","United States",1
16003,"Carol NULL Robinson","F","2022-04-03","6692 Lindell Dr","Oakland","California","United States",4
16004,"Joe NULL Martinez","M","2022-09-11","1927 Striped Maple Court","Bremerton","Washington","United States",1
16005,"Jordan J Hill","M","2022-02-09","330 Camino Verde","Haney","British Columbia","Canada",6
16006,"Angelica M Henderson","F","2022-05-27","5208 Poppy Circle","Spring Valley","California","United States",4
16007,"Janelle S Gonzalez","F","2022-08-29","1526 Courthouse Drive","Bremerton","Washington","United States",1
16008,"Morgan D Allen","F","2023-01-11","1694 Pinole Valley Rd.","Kirkland","Washington","United States",1
16009,"Matthew L Martinez","M","2022-08-01","6954 Garcia Ranch Road","Vancouver","British Columbia","Canada",6
16010,"Nicole NULL Wood","F","2022-07-29","9899 Geary Court","Grossmont","California","United States",4
16011,"Maria NULL Murphy","F","2022-08-28","3469 Relief Valley Ct.","Royal Oak","British Columbia","Canada",6
16012,"Grace C Cooper","F","2022-04-27","8163 S. Forest Hill","Shawnee","British Columbia","Canada",6
16013,"Xavier A Williams","M","2022-02-17","3390 Candle Drive","Beaverton","Oregon","United States",1
16014,"Christopher E Wilson","M","2022-08-02","9692 San Jose Dr.","Burbank","California","United States",4
16015,"Jessica NULL Cooper","F","2022-01-21","9152 Rogers Ave.","Lemon Grove","California","United States",4
16016,"Bradley L She","M","2022-07-03","8728 Argyll Ave.","Seaford","Victoria","Australia",9
16017,"Jeremy Y Ramirez","M","2022-07-31","5479 Glen Court","Novato","California","United States",4
16018,"Emma A Henderson","F","2022-02-04","8452 Dewing Avenue","San Carlos","California","United States",4
16019,"Amber NULL Hernandez","F","2022-08-10","4021 Rosemarie Place","Torrance","California","United States",4
16020,"Thomas O Diaz","M","2022-05-06","9965 V. Street","Langford","British Columbia","Canada",6
16021,"Shelby NULL Sanchez","F","2022-06-27","9123 James Donlon Blvd","N. Vancouver","British Columbia","Canada",6
16022,"Devin S Hernandez","M","2022-08-06","5144 Via Bonita","Ballard","Washington","United States",1
16023,"Willie T Zhang","M","2022-04-12","6596 Chestnut","Bendigo","Victoria","Australia",9
16024,"Isaac NULL Hill","M","2023-01-09","5457 Woodcrest Dr.","Marysville","Washington","United States",1
16025,"Jorge NULL Sun","M","2021-12-03","2631 Dalis Dr.","Lavender Bay","New South Wales","Australia",9
16026,"Byron NULL Jiménez","M","2021-12-05","3630 Second Avenue","St. Leonards","New South Wales","Australia",9
16027,"Anne NULL Vazquez","F","2021-12-07","3971 Confir Court","Caloundra","Queensland","Australia",9
16028,"Cody A Cooper","M","2021-12-09","6459 North Park Court","Sydney","New South Wales","Australia",9
16029,"Abby NULL Patel","F","2021-12-20","4696 Silver Oaks Place","Springwood","New South Wales","Australia",9
16030,"Max A Martin","M","2022-10-29","9278 San Francisco","Hervey Bay","Queensland","Australia",9
16031,"Ian A Allen","M","2021-12-03","1550 Cordoba","Townsville","Queensland","Australia",9
16032,"Colin NULL Chavez","M","2022-02-23","4596 West St.","Coffs Harbour","New South Wales","Australia",9
16033,"Erica E Lin","F","2021-01-08","240 Rapallo Lane","London","England","United Kingdom",10
16034,"Pamela NULL Suri","F","2022-11-25","Platz des Landtags 22","Frankfurt am Main","Hamburg","Germany",8
16035,"Sebastian C Morgan","M","2023-01-14","7236 Tanager Circle","Esher-Molesey","England","United Kingdom",10
16036,"Maria NULL Long","F","2022-04-18","7053 Laurel Dr.","York","England","United Kingdom",10
16037,"Melissa NULL Kelly","F","2022-06-13","Heiderplatz 268","Werne","Nordrhein-Westfalen","Germany",8
16038,"Roy J Sai","M","2022-08-22","8012 Dalis Dr.","Leeds","England","United Kingdom",10
16039,"Steve L Yang","M","2022-02-18","Am Karlshof 368","Bonn","Hamburg","Germany",8
16040,"Casey NULL Gill","M","2022-03-03","172, rue Basse-du-Rocher","Paris","Seine (Paris)","France",7
16041,"Pedro C Raman","M","2022-01-29","66, avenue du Québec","Saint Germain en Laye","Yveline","France",7
16042,"Ian A Hall","M","2022-06-29","22, rue Léo Delibes","Versailles","Yveline","France",7
